时间,上证指数,上证50,沪深300,中证500,万得全A
2010-01-04 00:00:00,,,,,
2010-01-05 00:00:00,,,,,
2010-01-06 00:00:00,,,,,
2010-01-07 00:00:00,,,,,
2010-01-08 00:00:00,,,,,
2010-01-11 00:00:00,,,,,
2010-01-12 00:00:00,,,,,
2010-01-13 00:00:00,,,,,
2010-01-14 00:00:00,,,,,
2010-01-15 00:00:00,,,,,
2010-01-18 00:00:00,,,,,
2010-01-19 00:00:00,,,,,
2010-01-20 00:00:00,,,,,
2010-01-21 00:00:00,,,,,
2010-01-22 00:00:00,,,,,
2010-01-25 00:00:00,,,,,
2010-01-26 00:00:00,,,,,
2010-01-27 00:00:00,,,,,
2010-01-28 00:00:00,,,,,
2010-01-29 00:00:00,,,,,
2010-02-01 00:00:00,,,,,
2010-02-02 00:00:00,,,,,
2010-02-03 00:00:00,,,,,
2010-02-04 00:00:00,,,,,
2010-02-05 00:00:00,,,,,
2010-02-08 00:00:00,,,,,
2010-02-09 00:00:00,,,,,
2010-02-10 00:00:00,,,,,
2010-02-11 00:00:00,,,,,
2010-02-12 00:00:00,,,,,
2010-02-22 00:00:00,,,,,
2010-02-23 00:00:00,,,,,
2010-02-24 00:00:00,,,,,
2010-02-25 00:00:00,,,,,
2010-02-26 00:00:00,,,,,
2010-03-01 00:00:00,,,,,
2010-03-02 00:00:00,,,,,
2010-03-03 00:00:00,,,,,
2010-03-04 00:00:00,,,,,
2010-03-05 00:00:00,,,,,
2010-03-08 00:00:00,,,,,
2010-03-09 00:00:00,,,,,
2010-03-10 00:00:00,,,,,
2010-03-11 00:00:00,,,,,
2010-03-12 00:00:00,,,,,
2010-03-15 00:00:00,,,,,
2010-03-16 00:00:00,,,,,
2010-03-17 00:00:00,,,,,
2010-03-18 00:00:00,,,,,
2010-03-19 00:00:00,,,,,
2010-03-22 00:00:00,,,,,
2010-03-23 00:00:00,,,,,
2010-03-24 00:00:00,,,,,
2010-03-25 00:00:00,,,,,
2010-03-26 00:00:00,,,,,
2010-03-29 00:00:00,,,,,
2010-03-30 00:00:00,,,,,
2010-03-31 00:00:00,,,,,
2010-04-01 00:00:00,,,,,
2010-04-02 00:00:00,,,,,
2010-04-06 00:00:00,,,,,
2010-04-07 00:00:00,,,,,
2010-04-08 00:00:00,,,,,
2010-04-09 00:00:00,,,,,
2010-04-12 00:00:00,,,,,
2010-04-13 00:00:00,,,,,
2010-04-14 00:00:00,,,,,
2010-04-15 00:00:00,,,,,
2010-04-16 00:00:00,,,,,
2010-04-19 00:00:00,,,,,
2010-04-20 00:00:00,,,,,
2010-04-21 00:00:00,,,,,
2010-04-22 00:00:00,,,,,
2010-04-23 00:00:00,,,,,
2010-04-26 00:00:00,,,,,
2010-04-27 00:00:00,,,,,
2010-04-28 00:00:00,,,,,
2010-04-29 00:00:00,,,,,
2010-04-30 00:00:00,,,,,
2010-05-04 00:00:00,,,,,
2010-05-05 00:00:00,,,,,
2010-05-06 00:00:00,,,,,
2010-05-07 00:00:00,,,,,
2010-05-10 00:00:00,,,,,
2010-05-11 00:00:00,,,,,
2010-05-12 00:00:00,,,,,
2010-05-13 00:00:00,,,,,
2010-05-14 00:00:00,,,,,
2010-05-17 00:00:00,,,,,
2010-05-18 00:00:00,,,,,
2010-05-19 00:00:00,,,,,
2010-05-20 00:00:00,,,,,
2010-05-21 00:00:00,,,,,
2010-05-24 00:00:00,,,,,
2010-05-25 00:00:00,,,,,
2010-05-26 00:00:00,,,,,
2010-05-27 00:00:00,,,,,
2010-05-28 00:00:00,,,,,
2010-05-31 00:00:00,,,,,
2010-06-01 00:00:00,,,,,
2010-06-02 00:00:00,,,,,
2010-06-03 00:00:00,,,,,
2010-06-04 00:00:00,,,,,
2010-06-07 00:00:00,,,,,
